step,lr,total_its,embed_norm,grad_bb,grad_pfc
5000,0.00010669,484.94,301.8260,6.9836,16.2946
5010,0.00010690,497.39,322.1920,7.5353,17.0011
5020,0.00010711,482.70,311.6402,6.5451,17.5127
5030,0.00010733,484.88,318.5836,5.8240,16.9143
5040,0.00010754,476.00,306.6349,6.1207,17.9286
5050,0.00010775,477.81,295.8351,6.5190,17.4493
5060,0.00010797,476.35,309.3039,5.5224,17.2086
5070,0.00010818,480.62,300.3588,6.5446,16.3129
5080,0.00010839,483.29,315.6062,5.9835,17.5979
5090,0.00010861,484.20,303.3947,6.2872,16.6840
5100,0.00010882,478.30,311.5790,6.3366,16.2108
5110,0.00010903,481.75,312.8372,8.0484,16.5986
5120,0.00010925,484.25,315.0721,7.5743,16.7745
5130,0.00010946,477.68,303.2252,7.0501,17.8058
5140,0.00010967,482.81,310.9963,8.4164,17.8460
5150,0.00010989,492.05,314.5969,6.4936,16.9338
5160,0.00011010,465.34,314.7993,6.5875,16.7083
5170,0.00011031,484.37,302.2242,6.1301,16.6051
5180,0.00011053,488.45,305.2732,8.2526,16.9734
5190,0.00011074,492.27,322.9281,6.2283,16.8052
5200,0.00011095,485.50,307.5157,6.8601,16.7201
5210,0.00011117,482.05,318.6728,7.2765,17.0348
5220,0.00011138,488.86,303.6076,6.7508,17.6310
5230,0.00011159,485.50,300.4843,7.8030,16.6973
5240,0.00011181,486.85,318.4192,6.4589,17.2239
5250,0.00011202,489.25,314.9469,6.6943,16.6171
5260,0.00011223,473.98,313.5302,6.8702,16.5957
5270,0.00011245,483.28,309.9694,7.9824,17.6494
5280,0.00011266,481.16,323.8961,5.7863,17.3625
5290,0.00011287,485.93,299.1287,6.2813,17.2867
5300,0.00011309,477.31,303.1188,6.6394,17.5759
5310,0.00011330,493.22,308.2031,6.5454,17.5839
5320,0.00011351,488.39,318.8400,6.3741,17.1969
5330,0.00011373,475.23,313.8572,5.9648,17.0652
5340,0.00011394,484.21,321.9049,6.4748,16.3060
5350,0.00011415,488.06,336.7960,8.2260,16.8318
5360,0.00011437,483.23,323.2730,8.4717,17.1611
5370,0.00011458,477.21,310.5169,7.6971,17.8680
5380,0.00011479,499.56,316.5605,7.1703,16.0123
5390,0.00011501,476.84,326.2155,6.2696,16.6015
5400,0.00011522,477.71,309.3562,6.7961,16.9544
5410,0.00011543,490.94,303.7831,6.2589,17.0614
5420,0.00011565,502.33,335.1339,5.8537,17.5493
5430,0.00011586,472.68,320.5037,6.5273,16.3207
5440,0.00011607,470.49,320.5719,9.0099,16.6893
5450,0.00011629,496.48,324.6327,6.8110,17.5828
5460,0.00011650,480.78,331.0681,7.5404,17.8493
5470,0.00011671,486.05,333.3647,7.9835,17.9330
5480,0.00011693,479.70,315.9800,7.2017,17.6629
5490,0.00011714,493.80,322.3139,8.2869,16.5118
5500,0.00011735,478.12,323.7547,6.1884,16.7885
5510,0.00011757,480.29,328.9424,6.4534,17.9773
5520,0.00011778,484.08,324.7246,7.4847,15.6336
5530,0.00011799,489.54,311.9056,9.4570,16.2334
5540,0.00011821,490.20,334.0612,7.3513,17.1259
5550,0.00011842,495.03,336.0181,5.4014,17.1991
5560,0.00011863,478.01,330.6022,6.8491,16.8160
5570,0.00011885,493.89,329.5580,6.0531,16.7041
5580,0.00011906,481.03,332.4263,6.1780,16.1312
5590,0.00011927,477.71,325.1405,8.7166,17.2255
5600,0.00011949,489.34,323.7000,6.6226,17.0133
5610,0.00011970,490.93,327.5822,6.7938,16.8849
5620,0.00011991,486.93,331.3557,8.0003,16.5923
5630,0.00012013,478.86,332.4987,8.4676,16.6627
5640,0.00012034,490.76,314.3884,5.8930,16.9920
5650,0.00012055,484.20,331.2707,6.4536,16.3537
5660,0.00012077,484.76,325.5830,5.9165,16.8925
5670,0.00012098,496.76,327.2471,6.4083,16.5390
5680,0.00012119,476.03,306.8881,8.0229,17.4060
5690,0.00012141,490.62,329.1456,7.1187,16.5679
5700,0.00012162,471.88,318.5813,7.9001,16.3344
5710,0.00012183,483.99,336.7652,6.5345,17.1850
5720,0.00012205,485.64,350.4611,8.3195,17.0751
5730,0.00012226,478.39,330.4958,8.6562,17.6635
5740,0.00012247,492.47,344.9663,6.6511,17.8358
5750,0.00012269,490.26,339.0125,7.5386,16.9716
5760,0.00012290,496.94,336.2482,7.2070,17.0081
5770,0.00012311,489.91,330.4915,5.8056,16.9599
5780,0.00012333,420.86,320.6761,6.2152,16.9318
5790,0.00012354,486.88,342.7867,7.6958,16.5277
5800,0.00012375,486.16,341.6564,6.4055,15.9067
5810,0.00012397,478.19,337.7153,6.5304,15.8493
5820,0.00012418,478.10,324.4882,5.7461,16.4628
5830,0.00012439,485.09,347.6060,7.1111,17.9963
5840,0.00012461,485.00,327.0862,8.2449,15.7714
5850,0.00012482,493.57,324.5933,6.2476,16.7618
5860,0.00012503,481.36,335.9274,6.1035,17.1287
5870,0.00012525,487.00,346.3877,7.5503,15.8679
5880,0.00012546,487.11,349.0294,7.1664,16.4474
5890,0.00012567,479.08,338.0972,7.5804,16.6646
5900,0.00012589,484.09,338.5584,5.7499,17.1095
5910,0.00012610,498.83,338.7960,8.9272,18.0269
5920,0.00012631,480.13,326.7784,8.3689,16.1458
5930,0.00012653,480.37,335.4023,6.1018,16.1833
5940,0.00012674,491.79,328.5906,6.3890,17.0078
5950,0.00012695,406.73,345.8984,6.5636,16.9148
5960,0.00012717,486.85,331.6262,6.6268,16.3007
5970,0.00012738,489.75,334.5225,6.4430,15.7965
5980,0.00012759,485.60,336.4449,8.7116,16.2327
5990,0.00012781,483.00,341.1509,7.2390,16.2247
6000,0.00012802,416.21,335.6508,9.5492,16.9973
6010,0.00012823,491.82,331.3587,6.5255,17.0776
6020,0.00012845,480.34,330.9709,8.1879,16.0730
6030,0.00012866,497.39,333.5989,6.5501,16.3481
6040,0.00012887,492.44,328.7680,8.0673,17.8078
6050,0.00012909,481.26,347.6895,6.2485,17.1991
6060,0.00012930,487.14,339.4603,6.8109,16.8661
6070,0.00012951,479.36,341.8181,6.5040,16.6891
6080,0.00012973,486.14,324.5019,8.6447,16.6245
6090,0.00012994,477.06,342.6404,7.2474,17.0627
6100,0.00013015,494.97,345.6454,7.4945,16.4733
6110,0.00013037,495.04,348.6379,7.3911,17.4146
6120,0.00013058,490.47,336.1370,7.3775,16.6593
6130,0.00013079,484.44,326.9004,7.3462,16.9856
6140,0.00013101,467.20,346.1671,7.4409,16.0348
6150,0.00013122,483.31,342.0472,8.1189,16.7318
6160,0.00013143,479.09,345.2605,6.5614,16.3918
6170,0.00013165,478.65,337.8429,8.2737,16.2537
6180,0.00013186,481.73,345.7187,6.7372,16.8116
6190,0.00013207,473.98,320.2797,8.0039,16.7949
6200,0.00013229,490.40,331.7256,6.6352,16.6369
6210,0.00013250,489.51,356.9825,6.0321,15.4279
6220,0.00013271,485.44,331.7194,6.6932,17.0853
6230,0.00013293,476.35,341.1297,9.1451,17.3271
6240,0.00013314,487.20,326.9836,6.4546,17.2436
6250,0.00013335,482.82,345.3734,5.5928,16.7868
6260,0.00013357,492.59,346.6158,7.4915,15.9577
6270,0.00013378,483.45,343.0673,6.2032,17.0204
6280,0.00013399,494.47,350.2610,7.4027,16.7841
6290,0.00013421,476.24,352.4637,6.2699,16.5872
6300,0.00013442,475.92,348.6658,7.6025,16.7134
6310,0.00013463,483.55,328.6623,5.9485,17.4783
6320,0.00013485,490.25,356.3206,7.2082,16.6773
6330,0.00013506,496.47,323.6234,6.1635,16.0424
6340,0.00013527,493.46,335.5565,7.2246,17.5911
6350,0.00013549,486.93,323.1335,7.7735,17.1367
6360,0.00013570,476.15,342.4550,6.5759,16.2272
6370,0.00013591,491.61,328.7885,5.9549,17.0235
6380,0.00013613,473.93,352.1884,7.8859,16.0733
6390,0.00013634,491.98,335.4297,8.1445,16.7592
6400,0.00013655,490.12,339.1334,7.5856,16.4399
6410,0.00013677,476.45,337.3039,6.0762,16.2075
6420,0.00013698,475.93,320.5521,7.5911,15.2503
6430,0.00013719,490.58,335.2516,5.4558,15.8937
6440,0.00013741,487.84,348.0311,6.2437,16.8102
6450,0.00013762,479.44,335.6557,6.9503,16.0731
6460,0.00013783,491.58,328.5292,7.7373,16.2727
6470,0.00013805,478.91,350.3049,5.8848,15.6241
6480,0.00013826,488.89,336.3140,6.0452,16.3980
6490,0.00013847,480.34,342.7551,6.4653,17.2540
6500,0.00013869,487.62,347.6721,6.4968,16.2106
6510,0.00013890,451.80,344.9480,6.8552,16.7094
6520,0.00013911,486.61,340.7864,6.7545,15.2940
6530,0.00013933,451.42,321.8283,6.7770,16.5686
6540,0.00013954,485.59,340.1702,6.4191,16.6140
6550,0.00013975,379.05,348.4945,7.7513,16.2535
6560,0.00013997,477.51,340.1480,5.4450,16.9277
6570,0.00014018,489.45,332.8117,7.7967,16.2325
6580,0.00014039,478.39,342.6430,8.1084,16.7933
6590,0.00014061,481.35,345.4764,5.9474,16.3957
6600,0.00014082,481.24,336.1450,8.2291,16.7381
6610,0.00014103,474.71,342.5851,6.8865,15.8792
6620,0.00014125,482.04,351.4645,6.8142,16.7512
6630,0.00014146,483.88,339.5864,5.8265,16.0309
6640,0.00014167,480.57,332.6467,6.9490,16.5103
6650,0.00014189,486.24,329.1875,5.9284,17.0730
6660,0.00014210,482.77,342.5302,6.1657,16.0623
6670,0.00014231,479.49,341.0551,6.6803,15.7265
6680,0.00014253,493.95,341.6808,7.6513,17.3235
6690,0.00014274,492.68,340.7616,10.0143,16.8466
6700,0.00014295,485.84,345.6455,5.3658,16.2655
6710,0.00014317,477.35,336.5304,7.5699,16.6334
6720,0.00014338,485.10,337.0588,8.4607,16.2638
6730,0.00014359,504.70,339.6897,5.9509,16.5071
6740,0.00014381,484.26,360.2514,7.6231,16.1846
6750,0.00014402,492.59,342.0811,7.4084,15.7479
6760,0.00014423,487.04,338.3713,6.5595,15.9690
6770,0.00014445,481.55,336.1550,7.8274,16.3583
6780,0.00014466,468.69,337.9129,7.1611,16.9437
6790,0.00014487,490.10,338.9296,6.9473,16.2868
6800,0.00014509,480.13,328.5980,6.5262,16.8948
6810,0.00014530,481.16,344.2898,6.5923,16.5998
6820,0.00014551,494.14,343.9253,5.8781,16.0381
6830,0.00014573,487.19,339.6093,7.9274,16.2779
6840,0.00014594,487.75,346.9531,8.7686,16.6112
6850,0.00014615,485.24,348.8254,7.2355,15.9460
6860,0.00014637,477.62,349.3057,8.5844,16.4762
6870,0.00014658,483.13,349.1826,6.8072,16.7685
6880,0.00014679,492.06,350.1649,6.9192,16.7423
6890,0.00014701,482.38,333.6896,6.3904,16.6517
6900,0.00014722,496.41,316.8513,6.8960,16.9574
6910,0.00014743,491.27,341.4158,6.2798,16.2318
6920,0.00014765,495.82,332.0026,6.7940,16.5446
6930,0.00014786,491.41,348.6539,9.2301,16.3370
6940,0.00014807,493.42,339.2878,5.6046,16.0205
6950,0.00014829,497.71,344.7630,6.2987,15.8343
6960,0.00014850,487.53,343.2831,6.8205,16.4752
6970,0.00014871,490.25,341.2351,8.1280,15.8634
6980,0.00014893,482.94,340.3392,7.0281,16.1052
6990,0.00014914,489.66,336.6301,6.1033,16.0681
7000,0.00014935,490.92,347.1973,7.6024,16.3529
7010,0.00014957,482.80,349.4111,6.7654,16.2691
7020,0.00014978,483.79,319.4609,7.8355,16.2392
7030,0.00014999,486.81,340.3690,6.3728,15.4901
7040,0.00015021,486.97,348.9078,5.6598,16.0294
7050,0.00015042,498.59,331.5933,6.5501,16.3266
7060,0.00015063,385.89,337.5447,5.7451,16.5784
7070,0.00015085,472.20,341.0066,6.3540,16.2634
7080,0.00015106,491.81,338.2875,7.3776,15.8294
7090,0.00015127,386.80,341.7905,5.9051,15.6866
7100,0.00015149,485.10,345.2751,6.1505,16.0985
7110,0.00015170,388.95,334.4816,7.1276,15.6559
7120,0.00015191,485.77,328.8303,7.0106,16.6372
7130,0.00015213,463.69,346.8596,7.6467,16.1374
7140,0.00015234,477.02,339.3267,7.3365,16.4124
7150,0.00015255,484.32,341.0179,5.3504,15.9554
7160,0.00015277,474.33,349.0777,5.6748,16.5555
7170,0.00015298,494.76,341.3104,8.3820,15.5541
7180,0.00015319,475.94,340.8569,7.1012,15.8701
7190,0.00015341,486.32,344.2732,7.4494,16.5363
7200,0.00015362,476.21,343.8658,6.4567,15.3291
7210,0.00015383,484.57,343.5800,11.2793,16.3836
7220,0.00015405,485.92,342.4647,7.8934,15.4214
7230,0.00015426,477.06,340.4567,6.6737,16.2064
7240,0.00015447,492.23,347.7478,8.7432,15.8347
7250,0.00015469,499.35,352.8331,6.1542,16.3607
7260,0.00015490,492.13,337.3999,10.4449,15.9952
7270,0.00015511,500.95,350.2368,6.8562,15.6561
7280,0.00015533,472.61,342.7686,7.1104,15.4703
7290,0.00015554,481.28,345.6808,6.3855,16.3393
7300,0.00015575,483.38,324.6825,7.5490,15.9211
7310,0.00015597,502.31,345.8736,8.2767,16.4997
7320,0.00015618,483.44,344.9474,7.6958,15.8021
7330,0.00015639,489.44,342.4974,9.1473,16.2354
7340,0.00015661,486.53,339.5658,6.8807,16.3751
7350,0.00015682,489.43,353.7585,8.2805,15.7812
7360,0.00015703,491.17,346.3741,7.9859,15.5605
7370,0.00015725,482.41,353.6190,6.4057,15.7801
7380,0.00015746,491.94,341.8661,9.5471,16.1225
7390,0.00015767,480.40,344.7099,5.8640,16.1329
7400,0.00015789,488.47,346.5851,7.7657,15.0678
7410,0.00015810,492.98,350.4277,6.5618,15.6736
7420,0.00015831,476.05,340.4710,6.9088,15.9866
7430,0.00015853,502.53,349.5891,6.7252,15.5728
7440,0.00015874,481.72,345.8990,5.9017,15.2808
7450,0.00015895,485.42,349.7158,7.4271,16.3652
7460,0.00015917,490.68,349.6268,6.1939,16.3886
7470,0.00015938,475.07,349.8490,6.1048,15.1312
7480,0.00015959,464.57,333.0405,7.9672,16.2842
7490,0.00015981,500.20,340.3061,7.2631,15.1088
7500,0.00016002,493.90,341.2327,6.6610,16.5834
7510,0.00016023,496.61,346.8894,5.3978,16.3877
7520,0.00016045,476.89,351.7320,9.2782,17.1679
7530,0.00016066,481.84,329.2780,7.6003,15.3453
7540,0.00016087,486.24,340.0477,6.6551,15.5337
7550,0.00016109,489.43,332.6215,6.5563,16.4980
7560,0.00016130,495.45,337.9223,8.8307,16.2825
7570,0.00016151,478.75,345.4953,6.9903,16.2927
7580,0.00016173,490.49,351.3103,7.6231,15.2258
7590,0.00016194,497.81,352.2186,7.9379,15.1137
7600,0.00016215,495.97,338.7401,7.9491,15.9221
7610,0.00016237,486.58,354.0574,6.8876,15.8767
7620,0.00016258,483.84,329.8004,6.3690,16.0795
7630,0.00016279,490.25,340.6806,5.9920,16.0151
7640,0.00016301,469.15,337.8417,7.5946,15.4059
7650,0.00016322,491.28,338.2672,8.5830,15.4581
7660,0.00016343,494.14,333.1548,7.2582,16.6618
7670,0.00016365,487.92,336.2551,7.6645,16.2243
7680,0.00016386,486.94,346.6504,5.8361,16.1489
7690,0.00016407,502.77,347.3681,6.4383,16.0784
7700,0.00016429,477.22,344.1568,6.1156,15.1165
7710,0.00016450,478.67,345.4670,6.7584,16.2532
7720,0.00016471,489.35,343.9678,6.3097,15.4445
7730,0.00016493,494.47,341.1939,6.3551,16.2155
7740,0.00016514,487.89,345.2392,5.9223,14.8692
7750,0.00016535,492.09,332.4611,6.0550,15.5397
7760,0.00016557,486.61,335.4887,6.3876,16.5421
7770,0.00016578,471.88,340.4764,9.0603,15.1101
7780,0.00016599,485.60,342.9784,6.0838,15.7480
7790,0.00016621,484.47,349.9836,9.1516,16.0020
7800,0.00016642,493.21,341.2544,6.8272,15.9525
7810,0.00016663,480.26,349.5771,6.0152,15.2593
7820,0.00016685,476.93,347.2689,6.2516,16.4570
7830,0.00016706,474.05,352.8514,6.5082,15.9638
7840,0.00016727,484.36,337.6283,10.1302,16.8828
7850,0.00016749,496.28,331.5078,6.8595,16.3071
7860,0.00016770,485.85,337.2425,5.7072,16.3412
7870,0.00016791,495.84,340.2040,8.3183,15.1795
7880,0.00016813,497.97,336.0938,5.9969,15.1988
7890,0.00016834,481.22,326.4074,8.8984,15.9299
7900,0.00016855,480.05,351.4725,8.5871,16.1744
7910,0.00016877,487.18,332.3502,8.7498,15.6823
7920,0.00016898,488.31,344.8438,8.8225,15.6112
7930,0.00016919,495.58,354.1795,5.9567,14.4387
7940,0.00016941,486.45,340.6209,8.0869,15.6339
7950,0.00016962,486.94,320.9087,8.4397,16.2779
7960,0.00016983,494.17,351.2585,5.6594,15.4546
7970,0.00017005,486.73,320.5929,8.8243,14.4067
7980,0.00017026,477.30,337.9311,6.0047,15.3618
7990,0.00017047,501.52,341.7408,7.9313,16.0642
8000,0.00017069,410.12,331.7005,7.4303,15.6549
8010,0.00017090,503.64,325.5135,6.6772,15.9504
8020,0.00017111,477.33,344.6874,5.6649,14.7466
8030,0.00017133,483.52,317.8265,7.8289,15.9787
8040,0.00017154,471.06,328.6503,7.0327,15.1258
8050,0.00017175,496.01,324.9388,6.0194,16.0696
8060,0.00017197,487.03,317.9506,10.8756,16.1032
8070,0.00017218,496.20,330.2604,6.7458,16.4629
8080,0.00017239,483.40,349.4437,7.4217,15.1527
8090,0.00017261,496.59,338.8688,8.3747,15.6329
8100,0.00017282,475.95,328.8215,6.5558,15.5861
8110,0.00017303,491.68,325.0944,6.6997,15.2033
8120,0.00017325,487.33,324.5402,6.8378,15.8836
8130,0.00017346,501.28,333.1408,6.4376,15.7171
8140,0.00017367,484.49,341.9517,7.1163,15.7946
8150,0.00017389,491.18,335.5723,7.2916,15.7069
8160,0.00017410,480.74,332.2480,7.1878,15.2045
8170,0.00017431,377.74,336.0049,6.9758,15.3824
8180,0.00017453,495.89,356.1915,8.2810,15.9035
8190,0.00017474,494.50,333.2968,7.6707,15.2992
8200,0.00017495,485.51,329.8266,6.7766,15.1772
8210,0.00017517,493.27,334.2613,8.1740,16.0207
8220,0.00017538,476.95,336.1973,8.8876,15.6266
8230,0.00017559,478.45,332.8129,8.7085,15.5785
8240,0.00017581,486.21,329.1355,12.1927,15.0029
8250,0.00017602,482.49,325.7115,7.6646,15.1570
8260,0.00017623,457.78,339.1084,6.1553,15.9202
8270,0.00017645,484.63,333.7254,8.8657,15.6382
8280,0.00017666,496.66,327.1754,6.8936,16.2317
8290,0.00017687,495.01,338.8492,8.1786,15.8638
8300,0.00017709,498.30,332.0954,8.3396,15.2784
8310,0.00017730,447.30,334.1813,6.8685,15.7820
8320,0.00017751,489.54,329.0652,5.8699,15.6677
8330,0.00017773,486.66,333.5207,7.6146,15.3586
8340,0.00017794,485.40,329.5110,9.1647,15.8312
8350,0.00017815,493.43,325.0610,9.5214,14.2386
8360,0.00017837,486.87,338.7462,6.3802,14.4678
8370,0.00017858,488.31,336.8768,6.5978,15.3002
8380,0.00017879,482.03,334.6477,6.7581,15.1252
8390,0.00017901,500.94,345.9510,6.6934,15.1679
8400,0.00017922,476.29,329.4927,8.3258,14.7000
8410,0.00017943,489.89,328.6869,6.8374,16.1047
8420,0.00017965,485.64,329.5626,8.0385,14.9852
8430,0.00017986,468.92,324.1100,7.5445,14.7915
8440,0.00018007,476.56,334.7497,7.0008,15.4241
8450,0.00018029,483.17,329.8837,6.7591,15.2907
8460,0.00018050,484.20,323.6653,7.1112,15.8089
8470,0.00018071,484.41,333.5168,7.6264,14.7415
8480,0.00018093,487.33,328.7014,7.5588,15.1387
8490,0.00018114,498.39,343.8181,6.8850,15.6452
8500,0.00018135,489.50,332.9286,6.1101,14.6746
8510,0.00018157,497.61,326.0531,8.8633,14.5302
8520,0.00018178,483.34,329.5671,8.0725,14.7594
8530,0.00018199,475.45,345.0674,8.6771,15.6042
8540,0.00018221,482.44,335.0484,6.5405,15.0807
8550,0.00018242,483.67,341.6384,6.4926,15.4896
8560,0.00018263,490.57,337.7928,6.4552,15.0157
8570,0.00018285,460.92,333.9949,7.5332,15.1048
8580,0.00018306,489.79,336.4832,6.7340,15.6192
8590,0.00018327,494.93,330.0595,10.2875,14.9926
8600,0.00018349,490.73,339.9295,6.7910,15.6645
8610,0.00018370,499.94,337.7463,7.2810,14.6744
8620,0.00018391,478.03,338.3345,7.4327,15.3824
8630,0.00018413,484.37,337.3995,6.6238,14.7775
8640,0.00018434,465.68,334.7408,12.1152,14.8876
8650,0.00018455,481.53,335.0379,5.5945,15.1910
8660,0.00018477,477.04,334.2014,5.7428,15.1196
8670,0.00018498,479.40,338.1902,6.7687,14.8619
8680,0.00018519,447.80,340.9135,7.2611,15.7145
8690,0.00018541,483.88,337.5092,7.7324,15.7171
8700,0.00018562,482.76,340.4619,6.2165,15.2499
8710,0.00018583,493.20,328.6400,7.6018,14.7779
8720,0.00018605,485.86,338.5319,7.4803,14.6563
8730,0.00018626,496.64,328.9041,6.4777,14.4920
8740,0.00018647,485.75,324.3681,5.7082,14.9334
8750,0.00018669,475.87,336.1276,5.4225,15.3539
8760,0.00018690,475.34,336.4020,11.9966,15.2823
8770,0.00018711,491.07,339.1275,7.4895,15.2857
8780,0.00018733,487.79,324.3435,8.0286,15.4256
8790,0.00018754,494.38,338.0723,5.9718,15.3304
8800,0.00018775,482.26,330.2889,6.2671,15.0266
8810,0.00018797,496.47,328.2684,8.5081,15.1094
8820,0.00018818,492.75,343.6136,8.0679,15.9245
8830,0.00018839,486.00,335.1420,10.0452,15.3732
8840,0.00018861,495.41,335.3699,8.1575,15.8465
8850,0.00018882,493.15,328.3383,7.1920,15.3584
8860,0.00018903,485.26,331.8953,7.6585,15.1515
8870,0.00018925,493.75,328.3387,6.4059,15.0616
8880,0.00018946,476.80,331.1727,8.1146,15.3045
8890,0.00018967,494.99,320.1834,8.6186,15.2294
8900,0.00018989,487.41,342.9720,7.6536,15.4994
8910,0.00019010,484.74,347.4445,6.0299,15.2057
8920,0.00019031,492.22,330.3066,6.7009,15.7668
8930,0.00019053,481.12,322.0663,7.0994,14.7996
8940,0.00019074,485.17,340.3456,5.8098,15.7369
8950,0.00019095,484.84,328.0348,9.0788,15.3720
8960,0.00019117,494.48,338.0396,7.0438,15.2401
8970,0.00019138,487.88,349.4752,7.5111,15.0193
8980,0.00019159,486.07,339.6969,6.4814,14.4790
8990,0.00019181,488.56,340.5508,6.3012,14.4311
9000,0.00019202,503.08,338.2097,6.6224,14.8773
9010,0.00019223,498.83,335.1242,8.0093,15.2262
9020,0.00019245,483.18,328.1875,7.7426,15.0457
9030,0.00019266,496.20,329.2434,5.8783,14.7211
9040,0.00019287,483.99,317.7474,7.9368,14.7494
9050,0.00019309,496.73,330.8239,6.6402,15.0859
9060,0.00019330,498.25,335.6230,9.3636,15.4202
9070,0.00019351,489.78,327.4773,8.1798,15.1995
9080,0.00019373,502.16,336.8250,7.3948,14.9009
9090,0.00019394,501.36,317.7802,10.9200,14.4621
9100,0.00019415,486.01,327.9688,6.3808,14.7354
9110,0.00019437,500.08,331.1008,8.4197,15.9497
9120,0.00019458,485.51,325.7203,5.2344,14.3345
9130,0.00019479,483.42,333.1855,13.6045,13.6903
9140,0.00019501,472.02,330.9189,6.9871,14.1228
9150,0.00019522,485.97,341.7377,7.4636,14.2083
9160,0.00019543,494.82,318.8109,8.8398,15.0743
9170,0.00019565,485.66,320.6646,8.9288,14.5822
9180,0.00019586,494.85,340.6606,7.0386,15.4078
9190,0.00019607,481.46,339.1276,7.0010,13.6798
9200,0.00019629,483.53,340.5826,8.0837,15.5779
9210,0.00019650,483.96,325.1164,6.6703,14.0548
9220,0.00019671,489.35,332.3040,6.9802,14.9251
9230,0.00019693,492.91,341.9471,8.1821,13.9307
9240,0.00019714,495.22,340.7111,9.8549,14.7954
9250,0.00019735,484.66,349.2629,9.6755,15.5493
9260,0.00019757,488.06,328.3052,8.1446,14.5212
9270,0.00019778,481.73,335.1210,7.1660,14.2683
9280,0.00019799,488.97,336.3449,6.4346,14.1742
9290,0.00019821,480.38,324.7396,6.7674,15.0940
9300,0.00019842,494.97,331.1224,8.0745,15.3295
9310,0.00019863,485.98,329.0007,6.8068,13.9389
9320,0.00019885,492.41,326.2639,5.9728,14.7579
9330,0.00019906,488.35,327.8328,9.0535,14.7504
9340,0.00019927,484.91,340.0105,7.5172,14.6042
9350,0.00019949,488.19,328.6562,7.1186,14.0473
9360,0.00019970,496.81,340.5430,6.8761,15.2095
9370,0.00019991,489.00,333.6104,6.4045,14.5554
9380,0.00020013,495.74,335.7247,6.2998,15.0203
9390,0.00020034,492.07,341.0709,7.9454,15.4108
9400,0.00020055,489.25,313.9725,10.5436,14.1189
9410,0.00020077,496.05,332.0063,7.1048,14.8332
9420,0.00020098,480.41,323.4209,5.2490,14.3955
9430,0.00020119,492.95,324.2250,6.5481,14.4786
9440,0.00020141,487.80,315.9825,7.9888,14.4078
9450,0.00020162,482.00,322.2860,9.0981,14.9990
9460,0.00020183,481.70,329.7513,7.4319,14.6031
9470,0.00020205,488.15,330.7472,7.5910,14.8278
9480,0.00020226,489.97,334.2239,7.0822,14.8698
9490,0.00020247,484.55,331.5251,6.2842,14.7311
9500,0.00020269,499.62,318.3340,7.1164,15.1886
9510,0.00020290,481.91,324.2602,8.2292,15.0740
9520,0.00020311,480.90,323.5610,6.5875,14.8919
9530,0.00020333,489.68,314.7484,7.0896,14.9291
9540,0.00020354,495.37,326.5247,9.4738,14.6513
9550,0.00020375,479.35,330.9277,10.6537,14.6857
9560,0.00020397,486.27,331.7690,9.4328,15.1232
9570,0.00020418,470.77,328.2354,8.3097,13.6356
9580,0.00020439,492.47,321.9223,9.5001,14.8070
9590,0.00020461,479.26,333.6560,8.2305,14.4765
9600,0.00020482,483.72,329.1614,7.3096,14.8895
9610,0.00020503,485.19,324.0363,6.0941,14.5186
